BTC,2017-10-31,0.476072910647686
BTC,2017-11-30,0.5223518489865386
BTC,2017-12-31,0.39408636685178133
BTC,2018-01-31,-0.2501582052381244
BTC,2018-02-28,0.004050519683814535
BTC,2018-03-31,-0.32951768027919703
BTC,2018-04-30,0.3353740877625504
BTC,2018-05-31,-0.19046053378700645
BTC,2018-06-30,-0.14628437370157166
BTC,2018-07-31,0.20983494703500916
BTC,2018-08-31,-0.09309617342286114
BTC,2018-09-30,-0.054860715910663105
BTC,2018-10-31,-0.03842711991271497
BTC,2018-11-30,-0.3657620218677857
BTC,2018-12-31,-0.08373996614967394
BTC,2019-01-31,-0.07259175241027305
BTC,2019-02-28,0.110535511487726
BTC,2019-03-31,0.07611001418573604
BTC,2019-04-30,0.2965094603979095
BTC,2019-05-31,0.6078379043792204
BTC,2019-06-30,0.26874342489772074
BTC,2019-07-31,-0.07126984273223935
BTC,2019-08-31,-0.048912110771953565
BTC,2019-09-30,-0.13539859837892576
BTC,2019-10-31,0.1027234978900613
BTC,2019-11-30,-0.17492465142738367
BTC,2019-12-31,-0.04596460568902505
BTC,2020-01-31,0.2998736663039263
