XRP,2018-07-31,-0.06979228993931097
XRP,2018-08-31,-0.22972662531587418
XRP,2018-09-30,0.7374589919475099
XRP,2018-10-31,-0.22038553306898756
XRP,2018-11-30,-0.19710247038619044
XRP,2018-12-31,-0.044342675368836626
XRP,2019-01-31,-0.11300180779936309
XRP,2019-02-28,0.01549610171136484
XRP,2019-03-31,-0.015960496973558502
XRP,2019-04-30,-0.0006151057010587158
XRP,2019-05-31,0.42050534499514103
XRP,2019-06-30,-0.09648582700508546
XRP,2019-07-31,-0.19336193841494198
XRP,2019-08-31,-0.19437404174098072
XRP,2019-09-30,-0.0033790344506154923
XRP,2019-10-31,0.1477786438035853
XRP,2019-11-30,-0.23434741273937254
XRP,2019-12-31,-0.14434589800443454
XRP,2020-01-31,0.24104690334283485
